Time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20,Ch21,Ch22,Ch23,Ch24,Ch25,Ch26,Ch27,Ch28,Ch29,Ch30,Ch31,Ch32,Ch33,Ch34,Ch35,Ch36,Ch37,Ch38,Ch39,Ch40,Ch41,Ch42,Ch43,Ch44,Ch45,Ch46,Ch47,Ch48,Ch49,Ch50,Ch51,Ch52,Ch53,Ch54,Ch55,Ch56,Ch57,Ch58,Ch59,Ch60,Ch61,Ch62,Ch63,Ch64,Ch65,Ch66,Sample_Name
28.8,13681.9,13684.2,1228.3,1228.1,1228.3,10403.8,10463,10495,3306.5,3306.6,3306.7,6230.6,6231.3,6233.6,21717.9,21723.2,11641.5,11644,5581.7,5581.6,5581.1,1136.2,1136.2,1136.4,4094.6,4094.2,4093.7,3568.9,3568.5,3569,14619.6,14616,59978.7,60006,99524.5,99410.6,99596.1,1609.8,1609.3,1610.2,6824.1,6825.9,6823.8,7844.5,7842.9,7845.3,27223.5,27242.9,14569.1,14569.6,2721.2,2720.6,2720.8,5158,5158.2,5158.5,2269.7,2268.9,2268.8,2155.5,2155.3,2155,11529.3,11534.4,40.139999,31.559999,1
30.6,13683.2,13674.8,1228.3,1228,1228.4,10401.1,10465.9,10496.6,3307.4,3306.7,3307.1,6232.2,6232.9,6232.8,21716.2,21731.7,11638.8,11640.1,5582.4,5581.8,5582.5,1136.5,1136.6,1136.6,4095.2,4095.2,4094.6,3569.5,3569.5,3569.9,14608.6,14613.8,59791.1,60087.6,99679.6,100126.7,99645.4,1610.2,1609.6,1610.4,6826.1,6824,6824.8,7844.8,7846,7845.5,27237.3,27235,14577.5,14570.9,2722,2722.4,2722,5157.6,5158,5157.9,2269.8,2269.1,2269.2,2155.4,2155.3,2155.3,11527.9,11533.7,40.189999,31.559999,1
32.4,13676.3,13680.2,1228.3,1228.1,1228.5,10403.3,10462.4,10497.1,3307,3306.5,3306.8,6233.5,6234.1,6236.3,21721.2,21726.9,11647.2,11644.1,5581.5,5581.1,5580.8,1136.6,1136.7,1136.8,4099.3,4096.9,4097.4,3570.6,3570.3,3570.6,14610.4,14613,59989.9,60011.7,99805,99744.8,99736.4,1610.4,1609.8,1610.5,6827.1,6827.3,6825.5,7851.9,7850.5,7854.6,27224.7,27227,14575.2,14571.2,2723,2722.5,2722.7,5157.9,5158.2,5158.2,2270,2269.1,2269.1,2155.6,2155.7,2155.8,11531.4,11536.3,40.23,31.59,1
34.2,13685.5,13683.7,1228.5,1228.2,1228.6,10406.6,10468.6,10498.2,3307.1,3307.1,3307,6238.6,6238.8,6239.9,21723.8,21726.6,11639.6,11640.2,5581.4,5581.4,5581.9,1136.8,1136.9,1136.9,4100.5,4101,4099.8,3570.5,3570.6,3570.6,14609.6,14610.6,60049.6,60040.8,99810,100066.1,99749.8,1610.5,1610.1,1610.8,6827.3,6826.5,6828.9,7855.1,7858.2,7859.5,27237.1,27234.1,14566.8,14564.6,2722.6,2721.9,2722.3,5157.6,5157.9,5159.3,2269.8,2269.2,2269.1,2156.3,2155.9,2155.8,11526.8,11523.8,40.259998,31.59,1
36,13683.4,13684.2,1228.4,1228.2,1228.4,10413.6,10476.2,10508.5,3307.5,3307.1,3307.2,6238.9,6240.3,6242.3,21717.9,21717.9,11640.4,11638.4,5582.5,5582.2,5581.7,1137.2,1137.1,1137.1,4104.7,4103.6,4103.3,3571.5,3571.1,3571.6,14606.1,14614.3,60008.1,60076.9,99674.6,99821.8,99568.6,1610.6,1610.3,1611,6829.7,6828.9,6831.7,7857.4,7859,7859.3,27231.6,27234.8,14571.2,14569.6,2722.9,2722.5,2722.6,5157.6,5158.4,5158.5,2270.5,2269.9,2269.3,2156.4,2155.8,2155.8,11528.2,11535.9,40.23,31.58,1
37.8,13681.4,13680.9,1228.5,1228.3,1228.6,10411.1,10474.5,10507.3,3307,3306.7,3306.9,6238.4,6239.9,6241.2,21717.2,21723.5,11638.7,11640.5,5582.7,5581.4,5581.5,1137,1136.9,1137.2,4106.3,4105.8,4106.3,3571.2,3571.6,3571.5,14611.8,14614.8,60024.8,60047.8,99744.8,99383.1,99829.3,1611.1,1610.5,1611.3,6830.7,6829.5,6831.1,7865.2,7864.6,7864.3,27222.5,27229,14569.7,14572,2722.9,2722.8,2723.2,5158.4,5157.9,5157.9,2270,2269,2269.1,2156.1,2155.6,2155.9,11530.3,11532.5,40.220001,31.559999,1
39.6,13679.6,13680.1,1228.5,1228.4,1228.6,10414.2,10475.7,10507,3307.1,3306.8,3307.1,6240.1,6241.2,6242.6,21724.9,21731.6,11640.9,11641.7,5580.6,5581.7,5581.6,1137.1,1137.2,1137.3,4108.9,4108.6,4107.5,3572.2,3572.3,3572.6,14609.3,14610.1,60074.5,60039.6,99872,99997.1,99700.5,1611.2,1610.8,1611.6,6831.1,6831.3,6832.8,7871.6,7871.8,7871.3,27238.1,27227.6,14563.2,14564.1,2723.2,2723,2723.1,5157.2,5158,5157.9,2270.2,2269.5,2269.6,2157,2156.4,2156.1,11522.5,11518.6,40.259998,31.59,1
41.4,13679,13681.7,1228.4,1228.2,1228.6,10417.4,10476,10511.8,3307.5,3307.1,3307.3,6242.9,6243.8,6244.5,21717.2,21717.2,11644.5,11646.1,5582.8,5582.3,5582.8,1137.3,1137.3,1137.4,4111.7,4112.6,4112.7,3573,3573.1,3573.3,14606,14615.4,59960.9,60027.8,99744.8,99642,99832.7,1611.6,1611.1,1612,6833.7,6834.6,6834.1,7875,7869.1,7876.5,27227.5,27206.9,14574.6,14566.9,2724.9,2724.1,2724.1,5157.4,5157.6,5158.1,2270,2269.2,2269.2,2156.9,2156.1,2156.3,11527.8,11525.1,40.27,31.59,1
43.2,13679,13677.8,1228.6,1228.3,1228.7,10419.1,10483.2,10514.2,3307.1,3306.6,3307.1,6246,6246.5,6248.4,21720.6,21738.1,11648.8,11645.1,5582.2,5582.5,5581.6,1137.3,1137.4,1137.6,4115,4115.4,4114.3,3574.1,3573.7,3574.1,14619.5,14612.3,59936.7,60006,99793.3,99818.4,99872,1612,1611.5,1612,6835.1,6834.9,6833.9,7877.6,7879.1,7880.7,27246.5,27251,14571.4,14572,2724.7,2723.8,2724.5,5157.5,5157.3,5158.4,2270.6,2269.3,2269.8,2156.7,2155.9,2156.2,11527.2,11530.4,40.259998,31.59,1
45,13678.6,13677.8,1228.6,1228.3,1228.6,10422.2,10489.1,10517,3307.1,3306.9,3307.1,6246.8,6247.8,6249.5,21732.5,21741.1,11645,11645.7,5581.7,5581.2,5581.5,1137.5,1137.5,1137.6,4118.4,4117.8,4117.6,3574.6,3573.8,3574.6,14614.2,14615.6,60011.7,60026,99909.8,99926.6,99945.9,1612.1,1611.6,1612.4,6836.3,6836.8,6835.6,7885.4,7884.3,7886.9,27240.7,27247,14571.3,14567.4,2723.6,2723.4,2723.3,5156.9,5157,5157.7,2269.9,2269,2269.2,2156.6,2156.4,2155.8,11522,11526.9,40.330002,31.59,1
46.8,13684.9,13676.9,1228.6,1228.3,1228.7,10424.2,10483.9,10516.3,3307.3,3307.1,3307.4,6246.2,6246.9,6248.6,21724.9,21736.6,11651.6,11638.1,5582.1,5581.4,5582,1137.4,1137.5,1137.6,4122.2,4121.5,4122,3575.2,3574.4,3574.6,14613.3,14617.8,60042.7,60046,99888.8,100004.7,99870.4,1612.3,1611.8,1612.8,6836.3,6836.8,6838.4,7890.5,7890.8,7892.8,27230.5,27238.8,14563.4,14562.1,2725.2,2724.3,2724.6,5157.2,5157.7,5158.2,2270.3,2269.4,2269.3,2156.4,2156.2,2156.3,11523.5,11523.6,40.240002,31.59,1
48.6,13673.4,13675.5,1228.8,1228.5,1228.8,10423.6,10484.5,10518.7,3307.2,3307,3307.7,6246.7,6247.8,6249.4,21740,21733.9,11640.2,11642.7,5581.4,5581.7,5581.5,1137.7,1137.7,1137.9,4125.3,4124.8,4124.2,3575.7,3575.8,3575.8,14610.6,14609.2,59998.7,59978.1,99811.7,99935.8,99888.8,1612.6,1612,1612.8,6839.1,6839.5,6839.4,7891.1,7893.5,7894.3,27230.8,27222.5,14570.4,14563.9,2725.2,2724,2724.8,5157.9,5157.8,5158.7,2270.3,2269.6,2269.5,2156.9,2156.5,2156.3,11527.4,11530.7,40.27,31.59,1
50.4,13672.9,13673.5,1228.7,1228.5,1228.8,10430,10491.4,10525.1,3307.9,3307.2,3307.7,6249,6248.3,6249.9,21718.5,21732.5,11646.7,11640.4,5582.7,5582.2,5583.5,1137.8,1138,1138,4126.9,4125.9,4128.2,3576.5,3576,3576.2,14608.6,14612,59897.2,60050.8,99913.1,99856.1,100588.1,1612.7,1612.3,1613,6841.7,6840.5,6840.4,7897.6,7899.4,7901.2,27225.6,27241.2,14564.1,14565.1,2725,2724.6,2724.9,5157.9,5158.3,5158.7,2270.1,2269.6,2269.4,2156.9,2156.7,2156.3,11524,11528.3,40.290001,31.559999,1
52.2,13674.5,13675.1,1228.7,1228.5,1228.9,10431.1,10494.2,10528.2,3307.6,3306.9,3307,6250,6251,6251.5,21707.8,21722.4,11639.8,11644.8,5583.6,5583.7,5582.9,1137.9,1138,1138.1,4129.4,4127.6,4127.3,3576.6,3576.9,3576.9,14620.7,14614.1,60095.5,60028.4,100207.7,100024.9,99739.8,1612.9,1612.5,1613.1,6842,6842.9,6841,7901.2,7900.7,7902.8,27285.1,27230.8,14563.4,14561.7,2726,2725.5,2725.5,5157.8,5158.6,5157.4,2270.2,2269.4,2269.1,2157.1,2156.9,2156.9,11527.7,11529.9,40.25,31.58,1
54,13680.9,13680.2,1228.9,1228.7,1229,10432.2,10495.7,10528.5,3307.8,3307.2,3307.7,6253.6,6253.5,6255.1,21715.8,21731.2,11645.2,11642.2,5582.8,5582.2,5581.5,1138.2,1138.2,1138.2,4131.2,4129.8,4129.7,3577.4,3576.9,3577,14604,14615.3,60070.6,60030.2,100211.1,100035,100197.6,1613.2,1612.6,1613.3,6841.1,6841.7,6840.8,7905.2,7903.6,7906.8,27251,27242.8,14570.9,14567,2725.7,2725.3,2725.8,5158.6,5158,5158.4,2270.6,2269.7,2269.6,2157.3,2156.7,2156.7,11528.3,11524.6,40.25,31.58,1
55.8,13679.3,13677.6,1228.8,1228.5,1228.9,10434.6,10495.6,10530,3307.5,3307,3307.7,6255.4,6255.8,6256.8,21708,21718.1,11641.5,11643.2,5583.6,5583.4,5583.3,1138.2,1138.2,1138.3,4134,4132.8,4131.5,3578.2,3577.8,3578.3,14610.5,14606.3,60019.3,60043.9,99954.3,100105.7,100042.5,1613.1,1612.6,1613.4,6844.2,6842.8,6841.2,7904.7,7904.6,7905.6,27236.4,27221.9,14565.7,14567.8,2725.6,2725.3,2725.4,5157.3,5157.9,5157.9,2270.5,2269.8,2269.7,2157.5,2156.9,2156.4,11532.8,11528.1,40.279999,31.610001,1
57.6,13679.7,13672.6,1229,1228.7,1229,10442.6,10504.9,10537.7,3307.5,3307.3,3307.4,6256.7,6256.7,6258.6,21726.6,21723.2,11642,11641.8,5583.9,5583.2,5582.7,1138.3,1138.4,1138.5,4135.1,4135.7,4134.9,3579,3578.5,3578.8,14610,14611.2,59960.9,60059,99926.6,100200.9,100192.5,1613.5,1612.7,1613.4,6843,6842.9,6843.2,7908.1,7911.1,7909,27250.7,27264.7,14570.4,14564.5,2725.9,2725.5,2726,5157.6,5157.6,5157.9,2270.4,2269.8,2269.5,2157.3,2157.2,2156.9,11527,11533.7,40.23,31.610001,1
59.4,13684.6,13680.5,1229.1,1228.8,1229,10443.9,10506.4,10539,3307.7,3307.4,3307.7,6258.2,6259.3,6259.7,21722.8,21720.3,11642.7,11642.9,5584.7,5583.5,5583.6,1138.5,1138.4,1138.7,4137.7,4135.7,4135.9,3578.6,3578.7,3579,14616.1,14623,60064.5,59975.1,100149.5,100035,99862,1613.7,1613,1613.7,6844,6844.5,6843.5,7908.8,7907,7911.7,27241.1,27247,14564.4,14564,2727.2,2726.4,2726.8,5157.8,5158,5158.1,2270.5,2270,2270,2157.5,2157,2157.3,11527.2,11522.4,40.220001,31.59,1
61.2,13678.5,13678.5,1229,1228.7,1229,10449.3,10510.3,10540.8,3307.3,3307.2,3307.5,6260.8,6260.8,6262.8,21722.9,21722.3,11642.6,11639,5582.8,5582.4,5583.3,1138.6,1138.6,1138.7,4142.3,4139,4138.6,3579.3,3579.1,3579.1,14618.9,14616.2,59904.1,59993,100064.4,100062.7,100114.9,1613.3,1613,1613.7,6845.2,6845.2,6843.9,7908.9,7910.1,7913.3,27235.8,27248.1,14569.8,14565.1,2726.3,2725.7,2726.2,5157.2,5157.7,5158.2,2271.1,2270.2,2270.1,2157.6,2157,2157.2,11525.9,11530.2,40.27,31.59,1
63,13676.9,13675.7,1229,1228.7,1229.1,10448.8,10512.1,10547.2,3307.8,3307.6,3307.8,6260.4,6262.1,6263.3,21713.5,21721.2,11638.9,11643,5583.5,5583.4,5582.9,1138.6,1138.6,1138.7,4139.7,4139.6,4140.2,3579.7,3580,3579.6,14618,14615.5,59982.7,60049.6,100123.4,100035,100327.7,1613.8,1613.2,1613.9,6844.9,6843.8,6844.4,7910.8,7912.3,7916,27253.4,27245,14565.8,14568.2,2727.8,2727.7,2727.2,5157.8,5157.8,5157.7,2270.6,2269.7,2269.8,2157.6,2157.3,2157.3,11536.2,11533.3,40.290001,31.610001,1
64.8,13674.5,13669.3,1229.2,1229,1229.3,10450.6,10514.6,10549.3,3307.9,3307.5,3307.4,6263.2,6264.7,6265.9,21716.2,21734.9,11646.5,11647.3,5582,5581.8,5582.6,1138.6,1138.6,1138.9,4145,4142.9,4142.7,3579.6,3578.8,3579.9,14618.3,14619.2,59983.3,60121.6,100093.9,99909.8,100071.1,1613.8,1613.3,1614.2,6844.8,6846,6845.4,7915.2,7914.5,7914.8,27230.6,27229.8,14560.8,14570.1,2727.6,2728.2,2727.7,5157.8,5158.2,5157.7,2270.5,2270,2269.8,2158.2,2157.9,2158.2,11526.6,11530.6,40.23,31.610001,1
66.6,13680.1,13693,1229.2,1228.9,1229.2,10452.1,10514.7,10552.2,3307.8,3307.5,3308.1,6264.7,6265.1,6267.9,21724.2,21723.7,11639,11641.4,5582.8,5582.8,5582,1138.6,1138.7,1139,4147.2,4146.3,4146.4,3580.5,3579.9,3580.3,14614.7,14612.6,59996.3,60065.1,100072.8,100315,100223.7,1614.2,1613.4,1614.2,6846.6,6845.8,6846.2,7916,7914.5,7915.1,27243.4,27242.8,14573.9,14570.6,2727.2,2726.7,2726.8,5157.3,5157.6,5158.8,2270.4,2269.6,2269.4,2158.2,2157.7,2157.5,11525.6,11527.3,40.220001,31.559999,1
68.4,13673.6,13673.5,1229.2,1228.9,1229.2,10458,10520.1,10552.9,3307.8,3307.3,3307.8,6269.9,6266.6,6268.8,21724.7,21727.1,11644.1,11643.9,5583.4,5583.1,5583.2,1138.8,1138.9,1139.1,4147.2,4147.4,4145.5,3581.1,3581.2,3581.2,14616,14620,60016,59989.3,100125,100008,100018.1,1614,1613.5,1614.2,6848.2,6848.4,6848.4,7915.5,7916.4,7918.2,27228.2,27246.9,14570.8,14568.9,2728.1,2727.7,2727.7,5157.8,5158.4,5158.3,2270.5,2269.8,2269.8,2158.2,2157.7,2157.8,11528.9,11529,40.25,31.59,1
70.2,13672.3,13671.8,1229.1,1229,1229.3,10463.5,10526.7,10559.2,3307.6,3307.3,3307.7,6268.7,6269.8,6270.5,21718.6,21722.7,11644.5,11643.5,5583,5583.1,5583.4,1138.9,1138.9,1139,4149.8,4150.5,4151.2,3581.5,3581,3581.6,14612.2,14616.9,59963.9,60061.5,100364.1,99993.8,100042.5,1614.2,1613.8,1614.6,6849.3,6848.9,6850,7917.2,7918,7920.2,27221.3,27236.6,14568,14567.2,2729.4,2728.4,2727.8,5157.1,5156.6,5157.1,2270.4,2269.6,2269.4,2158.6,2158,2158.3,11530.9,11528.9,40.279999,31.59,1
72,13672.8,13674,1229.2,1228.9,1229.3,10463.7,10526.6,10559.2,3308.2,3307.7,3307.8,6271.2,6271.2,6273.3,21715.7,21719.3,11635.7,11634.8,5583.4,5583.7,5583.9,1138.9,1139.1,1139.2,4150.7,4149.6,4148.3,3581.8,3581.2,3581.8,14618.8,14638.4,60003,60012.3,100098.9,100157.9,100036.6,1614.2,1613.8,1614.7,6850.8,6850.3,6850.6,7917.5,7917.9,7914.2,27220.4,27252.1,14566.5,14562.2,2728.9,2728.5,2728.7,5157,5156.5,5157.3,2270.8,2269.6,2269.7,2158.4,2157.7,2158.1,11526.3,11523.2,40.23,31.59,1
73.8,13675.2,13671.9,1229.3,1229,1229.3,10465.7,10527.9,10562.5,3308.1,3307.7,3308,6269.3,6271.2,6273,21728.1,21718.6,11643.1,11643.6,5583,5581.6,5583.3,1139,1139.1,1139.1,4152.5,4151,4152.8,3582.1,3582.1,3582.5,14612.5,14613.2,60024.2,60126.1,100260,100174.8,100083.8,1614.3,1613.8,1614.5,6849.8,6850.9,6849.3,7918.2,7920.6,7922.5,27235.3,27218.8,14563.5,14563.2,2728.5,2728.5,2728.8,5157.1,5155.4,5157.7,2270.9,2270.3,2270.1,2158.5,2158.2,2158.1,11529.3,11536.2,40.220001,31.59,1
